insee,nom,wikipedia,surf_ha,cx,cy
95287,Grisy-les-Plâtres,fr:Grisy-les-Plâtres,717,2.0484637125954537,49.13585428275342
95213,Épiais-Rhus,fr:Épiais-Rhus,1047,2.0756495942705744,49.12182066986835
95110,Brignancourt,fr:Brignancourt,306,1.9451431083040782,49.138164925682915
95584,Santeuil,fr:Santeuil (Val-d'Oise),538,1.962606791140578,49.12988836530572
95370,Marines,fr:Marines (Val-d'Oise),826,1.9832826358361217,49.14699662084388
95303,Le Heaulme,fr:Le Heaulme,195,2.0000604576409446,49.16673844866788
60411,Monneville,fr:Monneville,920,1.9669296923431503,49.21063494416937
95102,Bréançon,fr:Bréançon,1069,2.020402979220451,49.14731414795389
95387,Menouville,fr:Menouville,279,2.1087812506954178,49.15148636117395
95611,Theuville,fr:Theuville (Val-d'Oise),499,2.0697317369057253,49.15581357984231
91602,Souzy-la-Briche,fr:Souzy-la-Briche,741,2.15607458115029,48.524758743752926
91041,Avrainville,fr:Avrainville (Essonne),927,2.2442053344043726,48.56022974225517
91292,Guibeville,fr:Guibeville,262,2.2718855644039944,48.566476448455354
91333,Leuville-sur-Orge,fr:Leuville-sur-Orge,252,2.2667804500955033,48.614717377041856
91376,Marolles-en-Hurepoix,fr:Marolles-en-Hurepoix,654,2.299593116874412,48.56471463322434
91661,Villebon-sur-Yvette,fr:Villebon-sur-Yvette,752,2.245800618560022,48.69571998549995
94076,Villejuif,fr:Villejuif,529,2.3595564575859416,48.791075993686704
77039,Boissise-la-Bertrand,fr:Boissise-la-Bertrand,780,2.5927121787171865,48.53337485409033
77038,Boissettes,fr:Boissettes,155,2.615375550183839,48.523594681934455
77285,Le Mée-sur-Seine,fr:Le Mée-sur-Seine,556,2.6333716646733807,48.54017851632664
77306,Montereau-sur-le-Jard,fr:Montereau-sur-le-Jard,1140,2.6701307540356813,48.597077875204526
77195,Fouju,fr:Fouju,779,2.765736635158356,48.58878411933755
77034,Blandy,fr:Blandy (Seine-et-Marne),1409,2.7945848252321444,48.5613328455278
77252,Limoges-Fourches,fr:Limoges-Fourches,798,2.669332776470561,48.62682764901493
77175,Évry-Grégy-sur-Yerre,fr:Évry-Grégy-sur-Yerre,1911,2.639438101597871,48.65013593960788
94048,Marolles-en-Brie,fr:Marolles-en-Brie (Val-de-Marne),460,2.5600234858902478,48.744708715614095
77258,Lognes,fr:Lognes,400,2.633673878208471,48.83598371650649
77337,Noisiel,fr:Noisiel,434,2.6212408734594628,48.8472154739611
77468,Torcy,fr:Torcy (Seine-et-Marne),615,2.650698484581093,48.85292109769658
78502,Le Port-Marly,fr:Le Port-Marly,144,2.1113320652859526,48.879756497145706
78396,Le Mesnil-le-Roi,fr:Le Mesnil-le-Roi,385,2.1300526972806475,48.93538684955842
78418,Montesson,fr:Montesson,733,2.1437630970021377,48.92089995696639
95492,Le Plessis-Gassot,fr:Le Plessis-Gassot,416,2.4144998450629,49.037140273444955
95094,Bouqueval,fr:Bouqueval,282,2.432431550929364,49.022373318410985
95316,Jagny-sous-Bois,fr:Jagny-sous-Bois,425,2.446710597389501,49.08117271575095
95594,Seugy,fr:Seugy,170,2.3927699073672724,49.12208416293298
95331,Lassy,fr:Lassy (Val-d'Oise),197,2.4375554609470256,49.094574016105334
95493,Le Plessis-Luzarches,fr:Le Plessis-Luzarches,91,2.455422836425338,49.0959941594591
77479,Vaires-sur-Marne,fr:Vaires-sur-Marne,605,2.635964902393025,48.87001488711981
77363,Le Pin,fr:Le Pin (Seine-et-Marne),674,2.6260820377764382,48.91492375649959
95612,Le Thillay,fr:Le Thillay,400,2.4742345353147375,49.00210607503049
95633,Vaudherland,fr:Vaudherland,9,2.4870967800620694,49.000229715419074
95280,Goussainville,fr:Goussainville (Val-d'Oise),1138,2.4654220183418145,49.02491334182551
95154,Chennevières-lès-Louvres,fr:Chennevières-lès-Louvres,460,2.55079022346997,49.04288192128665
77511,Villeneuve-sous-Dammartin,fr:Villeneuve-sous-Dammartin,756,2.6358207112813643,49.02836780539482
77111,Chessy,fr:Chessy (Seine-et-Marne),577,2.773595239885051,48.867531141646566
77132,Coupvray,fr:Coupvray,809,2.7946676230208767,48.88558267436421
77075,Chalifert,fr:Chalifert,241,2.77415184606801,48.892998526422716
77171,Esbly,fr:Esbly,312,2.813496475412298,48.90153928224919
77248,Lesches,fr:Lesches,413,2.798456899316089,48.91766248725207
77376,Précy-sur-Marne,fr:Précy-sur-Marne,481,2.7654513428577903,48.93118370104203
77094,Charmentray,fr:Charmentray,468,2.7776776096647717,48.94998914516374
77474,Trilbardou,fr:Trilbardou,798,2.805055279572297,48.95050746156253
77292,Messy,fr:Messy,1032,2.702144136755177,48.96598814469543
77427,Saint-Mesmes,fr:Saint-Mesmes,770,2.714368217118799,48.98668540754127
77462,Thieux,fr:Thieux (Seine-et-Marne),1207,2.6630445801598603,49.012787827232145
77332,Nantouillet,fr:Nantouillet,517,2.6945802502025975,48.99939475586713
77420,Saint-Mard,fr:Saint-Mard (Seine-et-Marne),626,2.6992684674938467,49.03989362672438
77241,Juilly,fr:Juilly (Seine-et-Marne),776,2.7062915696778367,49.02013001526494
77095,Charny,fr:Charny (Seine-et-Marne),1255,2.7560632004803853,48.971173199074485
77515,Villeroy,fr:Villeroy (Seine-et-Marne),572,2.7867349303241205,48.98101594156472
77233,Iverny,fr:Iverny,175,2.788068000203396,48.997696084842175
77525,Vinantes,fr:Vinantes,529,2.7394185820258885,49.003236217180564
77308,Montgé-en-Goële,fr:Montgé-en-Goële,1151,2.74626826717417,49.02952573797233
77366,Le Plessis-l'Évêque,fr:Le Plessis-l'Évêque,357,2.796240021012342,49.00991783910118
77437,Saint-Soupplets,fr:Saint-Soupplets,1372,2.806405344834733,49.035949966497554
95351,Louvres,fr:Louvres,1142,2.5040167952079972,49.041539032602515
95675,Villeron,fr:Villeron,561,2.5352183365554284,49.06110126004055
77323,Moussy-le-Vieux,fr:Moussy-le-Vieux,719,2.6258063185033516,49.04858752714374
60141,Chantilly,fr:Chantilly,1608,2.478467088781227,49.175396067267215
60695,Vineuil-Saint-Firmin,fr:Vineuil-Saint-Firmin,787,2.499569873264224,49.204932580809576
60033,Avilly-Saint-Léonard,fr:Avilly-Saint-Léonard,1221,2.515583049651281,49.18299876515202
60170,Courteuil,fr:Courteuil,532,2.548566864009656,49.20745800963081
60505,Pontarmé,fr:Pontarmé,1329,2.551209352894264,49.16051069940189
60631,Thiers-sur-Thève,fr:Thiers-sur-Thève,621,2.576365085503651,49.15422301018551
60612,Senlis,fr:Senlis (Oise),2408,2.582128865157405,49.20387578529864
60421,Mont-l'Évêque,fr:Mont-l'Évêque,1434,2.634330847668041,49.190665112912676
77259,Longperrier,fr:Longperrier,464,2.655766978754408,49.05053370646986
60546,Rosières,fr:Rosières (Oise),934,2.783500403416651,49.18572909534602
14041,Barneville-la-Bertran,fr:Barneville-la-Bertran,420,0.1829751604192538,49.391424060017215
14286,Fourneville,fr:Fourneville,684,0.23271603958731113,49.35681752592288
14304,Gonneville-sur-Honfleur,fr:Gonneville-sur-Honfleur,826,0.23685734393995955,49.38073058063776
14243,Équemauville,fr:Équemauville,606,0.20472741447996098,49.3974260394445
76239,Épretot,fr:Épretot,689,0.3064911432582109,49.53651423997155
27170,Cormeilles,fr:Cormeilles (Eure),308,0.38400703388019014,49.25185988573203
27605,Saint-Sylvestre-de-Cormeilles,fr:Saint-Sylvestre-de-Cormeilles,944,0.4184537274956816,49.25096252774733
27146,La Chapelle-Bayvel,fr:La Chapelle-Bayvel,481,0.40631554416780113,49.27666332175738
27671,Vannecrocq,fr:Vannecrocq,492,0.42839326142270184,49.3032582691266
27415,Morainville-Jouveaux,fr:Morainville-Jouveaux,1556,0.43821979373131614,49.22058145413844
27367,Lieurey,fr:Lieurey,1827,0.49729785773873564,49.231583355032896
27475,La Poterie-Mathieu,fr:La Poterie-Mathieu,642,0.5211734760014953,49.2536333768262
27218,Épaignes,fr:Épaignes,2645,0.454248815886643,49.27192347672397
27435,La Noë-Poulain,fr:La Noë-Poulain,471,0.5194606580048019,49.27329986014267
27603,Saint-Siméon,fr:Saint-Siméon (Eure),753,0.51650523981473,49.29265997575846
27620,Selles,fr:Selles (Eure),1014,0.489173978421837,49.30078685577205
27646,Le Torpt,fr:Le Torpt,660,0.3839863625565064,49.342506250669025
27258,Fort-Moville,fr:Fort-Moville,930,0.40426915579831796,49.3272066372859
27606,Saint-Symphorien,fr:Saint-Symphorien (Eure),381,0.4550623951406426,49.31093982410155
27538,Saint-Étienne-l'Allier,fr:Saint-Étienne-l'Allier,1135,0.5566575080902901,49.267187277573704
27571,Saint-Martin-Saint-Firmin,fr:Saint-Martin-Saint-Firmin,641,0.5573759082807314,49.29144651698413
27594,Saint-Pierre-des-Ifs,fr:Saint-Pierre-des-Ifs (Eure),619,0.603260500887854,49.26604618541346
27522,Saint-Christophe-sur-Condé,fr:Saint-Christophe-sur-Condé,905,0.6004721617893415,49.28439038350948
27587,Saint-Philbert-sur-Risle,fr:Saint-Philbert-sur-Risle,1331,0.6447069279251686,49.28086083254886
27413,Montfort-sur-Risle,fr:Montfort-sur-Risle,396,0.6722208454563035,49.29474220817938
76647,Saint-Romain-de-Colbosc,fr:Saint-Romain-de-Colbosc,1175,0.36326892960231905,49.527257996328196
76303,Gommerville,fr:Gommerville (Seine-Maritime),750,0.3603722166212816,49.55272626086969
76714,Les Trois-Pierres,fr:Les Trois-Pierres,751,0.4031803363340336,49.55111463775092
76576,Saint-Eustache-la-Forêt,fr:Saint-Eustache-la-Forêt,658,0.45325698406759657,49.552546971030935
27607,Saint-Thurien,fr:Saint-Thurien (Eure),531,0.5557232577029445,49.399439874420565
27577,Sainte-Opportune-la-Mare,fr:Sainte-Opportune-la-Mare,1093,0.5419496207800834,49.422493512112936
76585,Saint-Gilles-de-Crétot,fr:Saint-Gilles-de-Crétot,599,0.6499605746657702,49.55836320327476
76307,Gonneville-la-Mallet,fr:Gonneville-la-Mallet,726,0.2097939923862048,49.63203974425747
76017,Anglesqueville-l'Esneval,fr:Anglesqueville-l'Esneval,431,0.23675676691813252,49.629116300641705
76734,Vergetot,fr:Vergetot,432,0.28065670635736256,49.61150253457693
76650,Saint-Sauveur-d'Émalleville,fr:Saint-Sauveur-d'Émalleville,757,0.30716736908856757,49.61237304642586
76314,Graimbouville,fr:Graimbouville,645,0.3305144875294062,49.581449131821486
76196,Criquetot-l'Esneval,fr:Criquetot-l'Esneval,1367,0.26751011688411286,49.637376106206965
76224,Écrainville,fr:Écrainville,1299,0.3139921226498882,49.6429480432114
76609,Sainte-Marie-au-Bosc,fr:Sainte-Marie-au-Bosc,326,0.2040711084453417,49.66506130407329
76064,Beaurepaire,fr:Beaurepaire (Seine-Maritime),287,0.22144264518625234,49.657922539729014
76586,Saint-Gilles-de-la-Neuville,fr:Saint-Gilles-de-la-Neuville,716,0.3677473484444376,49.57699195804409
76747,Virville,fr:Virville,249,0.35635236126054615,49.59211963914437
76494,Parc-d'Anxtot,fr:Parc-d'Anxtot,584,0.39223659677414363,49.584660269943726
76408,Manneville-la-Goupil,fr:Manneville-la-Goupil,885,0.34981676675740353,49.607052987536825
76368,Houquetot,fr:Houquetot,409,0.389385238666832,49.60658689631697
76593,Saint-Jean-de-la-Neuville,fr:Saint-Jean-de-la-Neuville,804,0.4135871606798949,49.57351486201226
76090,Beuzeville-la-Grenier,fr:Beuzeville-la-Grenier,626,0.4211077649905073,49.5915550717192
76118,Bornambusc,fr:Bornambusc,414,0.3537902384671561,49.62568670700078
76302,Goderville,fr:Goderville,799,0.35535411192152405,49.64392902116107
76141,Bréauté,fr:Bréauté,1389,0.3983398854397093,49.62722915594437
76317,Grainville-Ymauville,fr:Grainville-Ymauville,633,0.41283384344647095,49.65206538783247
76114,Bolbec,fr:Bolbec,1229,0.4884604118146681,49.57905675601403
76439,Mirville,fr:Mirville,542,0.4365869428353974,49.60848209264457
76468,Nointot,fr:Nointot,607,0.472418669109382,49.59491492594897
76518,Raffetot,fr:Raffetot,690,0.5236286290227753,49.60282636620147
76725,Vattetot-sous-Beaumont,fr:Vattetot-sous-Beaumont,694,0.45148284583127507,49.62796775790075
76082,Bernières,fr:Bernières,669,0.480416589975325,49.62060507736653
76304,Gonfreville-Caillot,fr:Gonfreville-Caillot,419,0.4395868777423097,49.65242598412969
76603,Saint-Maclou-la-Brière,fr:Saint-Maclou-la-Brière,495,0.47040970874838955,49.64885238231206
76543,Rouville,fr:Rouville (Seine-Maritime),967,0.4986492883672068,49.62624857807446
76143,Bretteville-du-Grand-Caux,fr:Bretteville-du-Grand-Caux,1144,0.38615053720853165,49.66250817224116
76021,Annouville-Vilmesnil,fr:Annouville-Vilmesnil,586,0.4290361329515055,49.67940365475262
76012,Angerville-Bailleul,fr:Angerville-Bailleul,459,0.45434113687300354,49.66855521498352
76695,Tocqueville-les-Murs,fr:Tocqueville-les-Murs,349,0.501188127132351,49.662615856681015
76076,Bénarville,fr:Bénarville,440,0.48328244218790317,49.67289757008722
76710,Trémauville,fr:Trémauville,275,0.5209513041989413,49.66519197991251
76386,Limpiville,fr:Limpiville,420,0.5042651171023689,49.68576773047705
76213,Daubeuf-Serville,fr:Daubeuf-Serville,779,0.4839215180542476,49.70219709935324
76689,Thiétreville,fr:Thiétreville,537,0.5184704351762982,49.720444667280034
76688,Thiergeville,fr:Thiergeville,923,0.4953112968237479,49.725224584579465
76719,Valmont,fr:Valmont (Seine-Maritime),557,0.5196830823736135,49.737318185589004
76382,Lanquetot,fr:Lanquetot,517,0.5274789064456014,49.586082011401466
76092,Beuzevillette,fr:Beuzevillette,568,0.5469846107712285,49.57607175873146
76347,Hautot-le-Vatois,fr:Hautot-le-Vatois,616,0.7052267730957089,49.64584110563348
76587,Sainte-Hélène-Bondeville,fr:Sainte-Hélène-Bondeville,692,0.46658970859289617,49.772431593993126
76013,Angerville-la-Martel,fr:Angerville-la-Martel,1019,0.49542219800306636,49.76526511073304
76685,Thérouldeville,fr:Thérouldeville,460,0.5224944408837678,49.755611293095924
76011,Ancretteville-sur-Mer,fr:Ancretteville-sur-Mer,316,0.5041047988832615,49.7886245202575
76226,Écretteville-sur-Mer,fr:Écretteville-sur-Mer,190,0.484985618664796,49.791885839540804
76403,Malleville-les-Grès,fr:Malleville-les-Grès,305,0.607689187663256,49.829977479368566
76748,Vittefleur,fr:Vittefleur,816,0.6338086643971381,49.81393622823234
27095,Bosrobert,fr:Bosrobert,934,0.7650175213026003,49.21651363230294
27654,Tourville-la-Campagne,fr:Tourville-la-Campagne,815,0.897440836517816,49.2252050498269
27053,Le Bec-Thomas,fr:Le Bec-Thomas,140,0.9775048709275658,49.239962006010785
27545,Saint-Germain-de-Pasquier,fr:Saint-Germain-de-Pasquier,198,0.9963085429998954,49.24184487891627
76165,Caudebec-lès-Elbeuf,fr:Caudebec-lès-Elbeuf,367,1.023869599519861,49.280999951152346
76561,Saint-Aubin-lès-Elbeuf,fr:Saint-Aubin-lès-Elbeuf,578,1.0112542318509565,49.303239380733174
76750,Yainville,fr:Yainville,332,0.8254621997903708,49.45271341472575
76020,Anneville-Ambourville,fr:Anneville-Ambourville,2058,0.8874981158365471,49.445563706158595
76366,Le Houlme,fr:Le Houlme,296,1.038831432253434,49.50982674470676
76402,Malaunay,fr:Malaunay,925,1.052022187032263,49.526036998332586
76245,Eslettes,fr:Eslettes,504,1.0465947260869286,49.54656341935133
76287,Fresquiennes,fr:Fresquiennes,1327,1.0111757477591259,49.56345076522797
76558,Saint-Aubin-Celloville,fr:Saint-Aubin-Celloville,669,1.1546478810991196,49.376128856354654
27202,Daubeuf-près-Vatteville,fr:Daubeuf-près-Vatteville,1133,1.3118005548490574,49.25865136584286
27013,Amfreville-sous-les-Monts,fr:Amfreville-sous-les-Monts,751,1.2708469146400312,49.29942681158876
27337,Heuqueville,fr:Heuqueville (Eure),786,1.3221154437548428,49.28567469809215
27346,Houville-en-Vexin,fr:Houville-en-Vexin,808,1.3515945740294737,49.29936172223499
27194,Cuverville,fr:Cuverville (Eure),617,1.3732019405233242,49.28458874123771
27247,Flipou,fr:Flipou,696,1.2900422683186903,49.31006734048731
27205,Douville-sur-Andelle,fr:Douville-sur-Andelle,455,1.30740960507753,49.33301444692694
27012,Amfreville-les-Champs,fr:Amfreville-les-Champs (Eure),655,1.3193367065880746,49.311398408767296
27670,Vandrimare,fr:Vandrimare,650,1.3569104699099168,49.38315327680122
76429,Le Mesnil-Esnard,fr:Le Mesnil-Esnard,521,1.144849165163979,49.41393583292912
76475,Franqueville-Saint-Pierre,fr:Franqueville-Saint-Pierre,863,1.1834127504146064,49.40546861165758
76560,Saint-Aubin-Épinay,fr:Saint-Aubin-Épinay,967,1.215944354180655,49.417926143199416
76536,Roncherolles-sur-le-Vivier,fr:Roncherolles-sur-le-Vivier,536,1.1818166855899646,49.46607874581481
76591,Saint-Jacques-sur-Darnétal,fr:Saint-Jacques-sur-Darnétal,1680,1.20731852196334,49.450541771138205
76452,Montville,fr:Montville,1082,1.0844554490375076,49.54346066203488
76007,Anceaumeville,fr:Anceaumeville,469,1.065570255953539,49.56880901161795
76123,Bosc-Guérard-Saint-Adrien,fr:Bosc-Guérard-Saint-Adrien,1040,1.125253748535478,49.541086013506145
76377,Isneauville,fr:Isneauville,810,1.147493995749843,49.5006940074161
76273,Fontaine-sous-Préaux,fr:Fontaine-sous-Préaux,353,1.1701595071569406,49.485207319515006
76517,Quincampoix,fr:Quincampoix,2055,1.1829997258218932,49.516290982749275
76509,Préaux,fr:Préaux (Seine-Maritime),1922,1.218730452986551,49.48847635057592
76580,Saint-Georges-sur-Fontaine,fr:Saint-Georges-sur-Fontaine,914,1.1759821911310542,49.54523203166566
76555,Saint-André-sur-Cailly,fr:Saint-André-sur-Cailly,1232,1.2209204186016576,49.55023469111887
76448,Montmain,fr:Montmain (Seine-Maritime),610,1.2457490113496301,49.40916816410987
76106,Bois-d'Ennebourg,fr:Bois-d'Ennebourg,709,1.2557401039615228,49.42917945611365
76111,Bois-l'Évêque,fr:Bois-l'Évêque,731,1.255080017965285,49.45155097852611
76673,Servaville-Salmonville,fr:Servaville-Salmonville,795,1.2661049212325515,49.47331683674822
76412,Martainville-Épreville,fr:Martainville-Épreville,759,1.291426640547997,49.45300117297219
76316,Grainville-sur-Ry,fr:Grainville-sur-Ry,547,1.304262960611314,49.47454973750813
27453,Perriers-sur-Andelle,fr:Perriers-sur-Andelle,1122,1.363556300285141,49.4113796370209
76548,Ry,fr:Ry (Seine-Maritime),571,1.3357327893169524,49.472108804294514
76740,La Vieux-Rue,fr:La Vieux-Rue,553,1.2490122291409802,49.49634414505787
76453,Morgny-la-Pommeraye,fr:Morgny-la-Pommeraye,653,1.2512765840703053,49.51828665666484
76100,Blainville-Crevon,fr:Blainville-Crevon,1479,1.2937093396203607,49.50414765518768
76502,Pierreval,fr:Pierreval,388,1.2521468913063405,49.54090506077024
76094,Bierville,fr:Bierville,221,1.273715346396637,49.53866433020794
76396,Longuerue,fr:Longuerue,536,1.289095469626205,49.546803952814514
76581,Saint-Germain-des-Essourts,fr:Saint-Germain-des-Essourts,937,1.3172179092612912,49.533688229553206
76163,Catenay,fr:Catenay,591,1.326129079614465,49.511244385420056
76243,Ernemont-sur-Buchy,fr:Ernemont-sur-Buchy,404,1.358424125701358,49.5406809823988
76729,Veauville-lès-Baons,fr:Veauville-lès-Baons,793,0.7564061696708447,49.65682361183329
76264,Flamanville,fr:Flamanville (Seine-Maritime),451,0.832570691221161,49.63177991506144
76228,Ectot-lès-Baons,fr:Ectot-lès-Baons,504,0.808205585219608,49.643253925447
76348,Hautot-Saint-Sulpice,fr:Hautot-Saint-Sulpice,856,0.7383572859850579,49.67955341701972
76253,Étoutteville,fr:Étoutteville,1174,0.783586571129181,49.671567049173035
76023,Anvéville,fr:Anvéville,423,0.7472635694706081,49.70053741774554
76340,Harcanville,fr:Harcanville,758,0.7687644804829233,49.707493527544074
76325,Grémonville,fr:Grémonville,831,0.828741373421338,49.6615227540004
76757,Yvecrique,fr:Yvecrique,604,0.8073196545309034,49.68933461055326
76198,Criquetot-sur-Ouville,fr:Criquetot-sur-Ouville,584,0.8466124258587752,49.677496423381896
76433,Mesnil-Panneville,fr:Mesnil-Panneville,1187,0.8823327853397201,49.58638732221054
76174,Cideville,fr:Cideville,512,0.8874052921363597,49.61120974785668
76495,Pavilly,fr:Pavilly,1427,0.9533801948228174,49.572620739792825
76385,Limésy,fr:Limésy,1500,0.9240563537988215,49.60850648516964
76611,Saint-Martin-aux-Arbres,fr:Saint-Martin-aux-Arbres,515,0.8904847367951902,49.651328341070574
76234,Émanville,fr:Émanville (Seine-Maritime),643,0.960107417183799,49.624080841783226
76668,Saussay,fr:Saussay (Seine-Maritime),522,0.9273692954701086,49.63613801079812
76227,Ectot-l'Auber,fr:Ectot-l'Auber,502,0.9282942430666371,49.653571276866316
76311,Goupillières,fr:Goupillières (Seine-Maritime),418,0.9782424113373409,49.58554547307435
76566,Sainte-Austreberthe,fr:Sainte-Austreberthe (Seine-Maritime),613,0.9717679888788611,49.60168595615274
76675,Sierville,fr:Sierville,1587,1.0374726662679121,49.5916231681483
76752,Yerville,fr:Yerville,1044,0.8870786416055538,49.669727155963336
76047,Auzouville-sur-Saâne,fr:Auzouville-sur-Saâne,319,0.9314518008481594,49.741962606256955
76654,Saint-Vaast-du-Val,fr:Saint-Vaast-du-Val,577,1.007017591598672,49.68582962861045
76700,Tôtes,fr:Tôtes,759,1.0425106178552142,49.67823206137089
76072,Belleville-en-Caux,fr:Belleville-en-Caux,466,0.9883459601570099,49.70210369269293
76632,Saint-Pierre-Bénouville,fr:Saint-Pierre-Bénouville,839,0.9746825804021537,49.73724234307493
76153,Calleville-les-Deux-Églises,fr:Calleville-les-Deux-Églises,563,1.0223620009633425,49.70470288439185
76096,Biville-la-Baignarde,fr:Biville-la-Baignarde,706,1.0469545710800883,49.7196622681781
76189,Crasville-la-Mallet,fr:Crasville-la-Mallet,323,0.7154018012411939,49.80476819127354
76467,Néville,fr:Néville,924,0.7105921571701856,49.824763964472055
76569,Sainte-Colombe,fr:Sainte-Colombe (Seine-Maritime),580,0.7612411299154866,49.797089123172995
76504,Pleine-Sève,fr:Pleine-Sève,407,0.7529196200253201,49.819175237274166
76077,Bénesville,fr:Bénesville,553,0.832940171195533,49.75151138199613
76524,Reuville,fr:Reuville,441,0.8669359232448168,49.74329101897721
76365,Houdetot,fr:Houdetot,578,0.8059968434249867,49.81517143907629
76015,Angiens,fr:Angiens,698,0.7992661473205722,49.83311133231193
76190,Crasville-la-Rocquefort,fr:Crasville-la-Rocquefort,525,0.8772380411788215,49.804392757219105
76272,Fontaine-le-Dun,fr:Fontaine-le-Dun,538,0.8430651267464978,49.812784552110344
76642,Saint-Pierre-le-Viger,fr:Saint-Pierre-le-Viger,550,0.840124205989669,49.8265221472872
76151,Cailleville,fr:Cailleville,505,0.7354745673690452,49.83564237288174
76336,Gueutteville-les-Grès,fr:Gueutteville-les-Grès,447,0.764133964370572,49.83912528310799
76104,Blosseville,fr:Blosseville,704,0.7996229161384567,49.851645456040394
76294,La Gaillarde,fr:La Gaillarde,780,0.8616642603817269,49.83962187825624
76097,Biville-la-Rivière,fr:Biville-la-Rivière,221,0.9235678443146601,49.7759615101963
76383,Lestanville,fr:Lestanville,162,0.9586724879644924,49.7469533736506
76629,Saint-Ouen-le-Mauger,fr:Saint-Ouen-le-Mauger,605,0.9601126339722178,49.75862946621919
76546,Royville,fr:Royville,438,0.9566651475404071,49.77865905865707
76731,Vénestanville,fr:Vénestanville,263,0.898071445121262,49.79275297850397
76327,Greuville,fr:Greuville,297,0.9122815043332242,49.80884546263731
76330,Gruchet-Saint-Siméon,fr:Gruchet-Saint-Siméon,262,0.8941264848289149,49.822717107688334
76400,Luneray,fr:Luneray,510,0.9209602439632445,49.822363996298236
76519,Rainfreville,fr:Rainfreville,257,0.9190384161042718,49.794548561676976
76136,Brachy,fr:Brachy,1118,0.949083774225661,49.817246248960636
76075,Belmesnil,fr:Belmesnil,304,1.0501549010150688,49.76892833350183
76379,Lamberville,fr:Lamberville (Seine-Maritime),737,1.0083021920917459,49.776453750855225
76485,Omonville,fr:Omonville,281,1.0481787073953857,49.79285056760196
76380,Lammerville,fr:Lammerville,875,0.972807086568497,49.79411087698263
76051,Bacqueville-en-Caux,fr:Bacqueville-en-Caux,1214,1.012540246208239,49.798389722731926
76356,Hermanville,fr:Hermanville,471,0.9876595933331246,49.82073065575421
76085,Bertreville-Saint-Ouen,fr:Bertreville-Saint-Ouen,669,1.0445542048744405,49.81049475787469
76443,Mont-Cauvaire,fr:Mont-Cauvaire,911,1.1132464282685497,49.571087137380815
76179,Clères,fr:Clères,1144,1.1063908818028156,49.59604250904807
76331,Grugny,fr:Grugny,316,1.107659790380986,49.618911454884085
76271,Fontaine-le-Bourg,fr:Fontaine-le-Bourg,1225,1.1637629743956055,49.57360649944934
76177,Claville-Motteville,fr:Claville-Motteville,928,1.1860345357673787,49.593334670740525
76038,Authieux-Ratiéville,fr:Authieux-Ratiéville,526,1.1458544081901036,49.5977439576543
76583,Saint-Germain-sous-Cailly,fr:Saint-Germain-sous-Cailly,402,1.2056268087556152,49.58326579394428
76602,Saint-Maclou-de-Folleville,fr:Saint-Maclou-de-Folleville,1314,1.0917801596101644,49.67242992062142
76723,Vassonville,fr:Vassonville,556,1.0773657304212096,49.689117105055495
76656,Saint-Victor-l'Abbaye,fr:Saint-Victor-l'Abbaye,842,1.1236822098796462,49.66541592667824
76574,Saint-Denis-sur-Scie,fr:Saint-Denis-sur-Scie,860,1.1001814738112294,49.706593497099576
76360,Heugleville-sur-Scie,fr:Heugleville-sur-Scie,1334,1.0994533742018262,49.73592817089316
76034,Auffay,fr:Auffay,1128,1.133779040062506,49.705640292919114
76449,Montreuil-en-Caux,fr:Montreuil-en-Caux,930,1.149371097269368,49.68166021271467
76674,Sévis,fr:Sévis,639,1.1791750700143384,49.71043091465121
76204,Cropus,fr:Cropus,487,1.1484312745680627,49.741050449019305
76191,Cressy,fr:Cressy (Seine-Maritime),435,1.1577163814661442,49.72503202429361
76588,Saint-Hellier,fr:Saint-Hellier,1421,1.2001999814374893,49.73851890887558
76621,Saint-Martin-Osmonville,fr:Saint-Martin-Osmonville,2136,1.2953376873925078,49.64148404948703
76461,Neufbosc,fr:Neufbosc,513,1.3606386823850392,49.647143628980885
76070,Bellencombre,fr:Bellencombre,1290,1.2359036427118948,49.718769939961845
76024,Ardouval,fr:Ardouval,1049,1.2773358168373914,49.744132639511534
76308,Gonneville-sur-Scie,fr:Gonneville-sur-Scie,854,1.0781955526148217,49.75757904473417
76197,Criquetot-sur-Longueville,fr:Criquetot-sur-Longueville,731,1.0744661585682753,49.77937092480917
76478,Notre-Dame-du-Parc,fr:Notre-Dame-du-Parc,302,1.1287701361383369,49.749468165759545
76570,Saint-Crespin,fr:Saint-Crespin (Seine-Maritime),642,1.113195103899898,49.7729847053916
76389,Lintot-les-Bois,fr:Lintot-les-Bois,284,1.0711892860910974,49.80152383263599
76214,Dénestanville,fr:Dénestanville,269,1.0899891442027756,49.80791921413465
76205,Crosville-sur-Scie,fr:Crosville-sur-Scie,353,1.0794910548574725,49.82027696481951
76397,Longueville-sur-Scie,fr:Longueville-sur-Scie,394,1.1026730154300362,49.79514834956511
76577,Sainte-Foy,fr:Sainte-Foy (Seine-Maritime),680,1.1391474365976326,49.79818290640246
76162,Le Catelier,fr:Le Catelier,384,1.155396277013044,49.75915947848959
76168,Les Cent-Acres,fr:Les Cent-Acres,509,1.1390036931003544,49.77255156111944
76589,Saint-Honoré,fr:Saint-Honoré (Seine-Maritime),303,1.157054132059403,49.784228271270266
